home_team,away_team,home_goals,away_goals,result,season,home_avg_goals_scored,home_avg_goals_conceded,home_wins,home_draws,home_losses,home_matches_played,home_win_rate,away_avg_goals_scored,away_avg_goals_conceded,away_wins,away_draws,away_losses,away_matches_played,away_win_rate
Stuttgart,Werder Bremen,4,1,win,2008-2009,1.5608695652173914,1.3217391304347825,289,189,212,690,0.41884057971014493,1.6985507246376812,1.2318840579710144,318,175,197,690,0.4608695652173913
Gladbach,Köln,1,2,loss,2008-2009,1.3248299319727892,1.5170068027210883,181,175,232,588,0.3078231292517007,1.397119341563786,1.4897119341563787,164,124,198,486,0.3374485596707819
Leverkusen,Hertha BSC,0,1,loss,2008-2009,1.7202898550724637,1.236231884057971,302,201,187,690,0.43768115942028984,1.4396135265700483,1.432367149758454,160,104,150,414,0.3864734299516908
Dortmund,Hannover 96,1,1,draw,2008-2009,1.608695652173913,1.2420289855072464,303,202,185,690,0.4391304347826087,1.2704918032786885,1.598360655737705,72,70,102,244,0.29508196721311475
Energie Cottbus,Hamburger SV,1,2,loss,2008-2009,1.0397727272727273,1.6420454545454546,49,39,88,176,0.2784090909090909,1.4231884057971014,1.3202898550724638,262,203,225,690,0.37971014492753624
Schalke 04,Wolfsburg,2,2,draw,2008-2009,1.370748299319728,1.185374149659864,237,179,172,588,0.4030612244897959,1.431578947368421,1.4842105263157894,136,98,146,380,0.35789473684210527
Bochum,Gladbach,2,2,draw,2008-2009,1.3205374280230326,1.6238003838771593,155,134,232,521,0.29750479846449135,1.3242784380305603,1.5178268251273344,181,175,233,589,0.3073005093378608
Karlsruher,Bayern Munich,0,1,loss,2008-2009,1.3854166666666667,1.4296875,133,122,129,384,0.3463541666666667,1.968162083936324,1.0376266280752533,393,175,123,691,0.5687409551374819
Köln,Energie Cottbus,1,0,win,2008-2009,1.3983572895277208,1.48870636550308,165,124,198,487,0.33880903490759756,1.03954802259887,1.6440677966101696,49,39,89,177,0.2768361581920904
Hertha BSC,Stuttgart,2,1,win,2008-2009,1.4385542168674699,1.4289156626506023,161,104,150,415,0.38795180722891565,1.5643994211287988,1.321273516642547,290,189,212,691,0.4196816208393632
Werder Bremen,Dortmund,3,3,draw,2008-2009,1.6975397973950797,1.23589001447178,318,175,198,691,0.4602026049204052,1.6078147612156295,1.2416787264833575,303,203,185,691,0.4384949348769899
Eint Frankfurt,Leverkusen,0,2,loss,2008-2009,1.396153846153846,1.4576923076923076,175,145,200,520,0.33653846153846156,1.7178002894356006,1.23589001447178,302,201,188,691,0.4370477568740955
Wolfsburg,Arminia,4,1,win,2008-2009,1.4330708661417322,1.4855643044619422,136,99,146,381,0.3569553805774278,1.1612903225806452,1.5555555555555556,75,72,132,279,0.26881720430107525
Hannover 96,Hoffenheim,2,5,loss,2008-2009,1.2693877551020407,1.5959183673469388,72,71,102,245,0.2938775510204082,2.2857142857142856,1.7142857142857142,4,1,2,7,0.5714285714285714
Hamburger SV,Schalke 04,1,1,draw,2008-2009,1.4240231548480462,1.3198263386396527,263,203,225,691,0.38060781476121563,1.371816638370119,1.1867572156196944,237,180,172,589,0.40237691001697795
Eint Frankfurt,Karlsruher,2,1,win,2008-2009,1.3934740882917467,1.4587332053742803,175,145,201,521,0.33589251439539347,1.3818181818181818,1.4285714285714286,133,122,130,385,0.34545454545454546
Leverkusen,Köln,2,0,win,2008-2009,1.7182080924855492,1.2341040462427746,303,201,188,692,0.43786127167630057,1.3975409836065573,1.485655737704918,166,124,198,488,0.3401639344262295
Energie Cottbus,Eint Frankfurt,2,3,loss,2008-2009,1.0337078651685394,1.6404494382022472,49,39,90,178,0.2752808988764045,1.3946360153256705,1.4578544061302683,176,145,201,522,0.3371647509578544
Schalke 04,Arminia,0,0,draw,2008-2009,1.3711864406779661,1.1864406779661016,237,181,172,590,0.4016949152542373,1.1607142857142858,1.5642857142857143,75,72,133,280,0.26785714285714285
Bayern Munich,Wolfsburg,4,2,win,2008-2009,1.966763005780347,1.0361271676300579,394,175,123,692,0.569364161849711,1.4397905759162304,1.4842931937172774,137,99,146,382,0.3586387434554974
Gladbach,Karlsruher,1,0,win,2008-2009,1.3254237288135593,1.5186440677966102,181,176,233,590,0.30677966101694915,1.3808290155440415,1.4300518134715026,133,122,131,386,0.344559585492228
Hannover 96,Werder Bremen,1,1,draw,2008-2009,1.2723577235772359,1.6097560975609757,72,71,103,246,0.2926829268292683,1.699421965317919,1.2384393063583814,318,176,198,692,0.4595375722543353
Dortmund,Hertha BSC,1,1,draw,2008-2009,1.6098265895953756,1.2442196531791907,303,204,185,692,0.43786127167630057,1.4399038461538463,1.4278846153846154,162,104,150,416,0.3894230769230769
Stuttgart,Bochum,2,0,win,2008-2009,1.5635838150289016,1.3222543352601157,290,189,213,692,0.4190751445086705,1.3218390804597702,1.6245210727969348,155,135,232,522,0.29693486590038315
Hoffenheim,Hamburger SV,3,0,win,2008-2009,2.625,1.75,5,1,2,8,0.625,1.4234104046242775,1.319364161849711,263,204,225,692,0.3800578034682081
Arminia,Energie Cottbus,1,1,draw,2008-2009,1.1565836298932384,1.5587188612099645,75,73,133,281,0.2669039145907473,1.0391061452513966,1.6480446927374302,49,39,91,179,0.2737430167597765
Wolfsburg,Gladbach,3,0,win,2008-2009,1.441253263707572,1.4908616187989556,137,99,147,383,0.3577023498694517,1.3248730964467006,1.5160744500846024,182,176,233,591,0.3079526226734349
Werder Bremen,Leverkusen,0,2,loss,2008-2009,1.6984126984126984,1.2380952380952381,318,177,198,693,0.4588744588744589,1.7186147186147187,1.2323232323232323,304,201,188,693,0.43867243867243866
Karlsruher,Schalke 04,0,3,loss,2008-2009,1.3772609819121446,1.4289405684754521,133,122,132,387,0.34366925064599485,1.3688663282571911,1.1844331641285957,237,182,172,591,0.4010152284263959
Hertha BSC,Hannover 96,3,0,win,2008-2009,1.4388489208633093,1.4268585131894485,162,105,150,417,0.38848920863309355,1.271255060728745,1.6072874493927125,72,72,103,247,0.291497975708502
Bochum,Hoffenheim,1,3,loss,2008-2009,1.3193116634799236,1.6252390057361377,155,135,233,523,0.29636711281070743,2.6666666666666665,1.5555555555555556,6,1,2,9,0.6666666666666666
Köln,Dortmund,0,1,loss,2008-2009,1.394683026584867,1.4867075664621676,166,124,199,489,0.3394683026584867,1.608946608946609,1.2438672438672438,303,205,185,693,0.43722943722943725
Hamburger SV,Stuttgart,2,0,win,2008-2009,1.4213564213564214,1.3217893217893217,263,204,226,693,0.3795093795093795,1.5642135642135642,1.3203463203463204,291,189,213,693,0.4199134199134199
Eint Frankfurt,Bayern Munich,1,2,loss,2008-2009,1.3977055449330784,1.4588910133843211,177,145,201,523,0.3384321223709369,1.9696969696969697,1.0375180375180375,395,175,123,693,0.56998556998557
Leverkusen,Wolfsburg,2,0,win,2008-2009,1.719020172910663,1.2305475504322767,305,201,188,694,0.43948126801152737,1.4453125,1.4869791666666667,138,99,147,384,0.359375
Stuttgart,Köln,1,3,loss,2008-2009,1.5619596541786744,1.3213256484149856,291,189,214,694,0.41930835734870314,1.3918367346938776,1.4857142857142858,166,124,200,490,0.33877551020408164
Hannover 96,Hamburger SV,3,0,win,2008-2009,1.2661290322580645,1.6129032258064515,72,72,104,248,0.2903225806451613,1.4221902017291066,1.319884726224784,264,204,226,694,0.3804034582132565
Bayern Munich,Arminia,3,1,win,2008-2009,1.9697406340057637,1.037463976945245,396,175,123,694,0.5706051873198847,1.1560283687943262,1.5567375886524824,75,74,133,282,0.26595744680851063
Hoffenheim,Karlsruher,4,1,win,2008-2009,2.7,1.5,7,1,2,10,0.7,1.3737113402061856,1.4329896907216495,133,122,133,388,0.3427835051546392
Werder Bremen,Hertha BSC,5,1,win,2008-2009,1.6959654178674353,1.239193083573487,318,177,199,694,0.45821325648414984,1.4425837320574162,1.423444976076555,163,105,150,418,0.38995215311004783
Energie Cottbus,Schalke 04,0,2,loss,2008-2009,1.038888888888889,1.6444444444444444,49,40,91,180,0.2722222222222222,1.3716216216216217,1.1824324324324325,238,182,172,592,0.40202702702702703
Gladbach,Eint Frankfurt,1,2,loss,2008-2009,1.322635135135135,1.5185810810810811,182,176,234,592,0.30743243243243246,1.3969465648854962,1.4599236641221374,177,145,202,524,0.3377862595419847
Dortmund,Bochum,1,1,draw,2008-2009,1.6080691642651297,1.2420749279538905,304,205,185,694,0.43804034582132567,1.3187022900763359,1.6278625954198473,155,135,234,524,0.2958015267175573
Köln,Hannover 96,2,1,win,2008-2009,1.395112016293279,1.4847250509164969,167,124,200,491,0.34012219959266804,1.2730923694779117,1.606425702811245,73,72,104,249,0.2931726907630522
Arminia,Gladbach,0,2,loss,2008-2009,1.1554770318021201,1.5618374558303887,75,74,134,283,0.26501766784452296,1.3220910623946036,1.5193929173693086,182,176,235,593,0.3069139966273187
Hamburger SV,Dortmund,2,1,win,2008-2009,1.4201438848920864,1.3223021582733814,264,204,227,695,0.37985611510791367,1.6071942446043166,1.241726618705036,304,206,185,695,0.437410071942446
Wolfsburg,Energie Cottbus,3,0,win,2008-2009,1.4415584415584415,1.4883116883116883,138,99,148,385,0.35844155844155845,1.0331491712707181,1.6464088397790055,49,40,92,181,0.27071823204419887
Bochum,Werder Bremen,0,0,draw,2008-2009,1.318095238095238,1.6266666666666667,155,136,234,525,0.29523809523809524,1.7007194244604316,1.2388489208633093,319,177,199,695,0.4589928057553957
Karlsruher,Leverkusen,3,3,draw,2008-2009,1.3727506426735219,1.4395886889460154,133,122,134,389,0.34190231362467866,1.7194244604316546,1.2287769784172662,306,201,188,695,0.44028776978417267
Schalke 04,Bayern Munich,1,2,loss,2008-2009,1.372681281618887,1.1804384485666104,239,182,172,593,0.403035413153457,1.9712230215827338,1.037410071942446,397,175,123,695,0.5712230215827339
Hertha BSC,Hoffenheim,1,0,win,2008-2009,1.441527446300716,1.431980906921241,163,105,151,419,0.38902147971360385,2.8181818181818183,1.4545454545454546,8,1,2,11,0.7272727272727273
Eint Frankfurt,Stuttgart,2,2,draw,2008-2009,1.398095238095238,1.4590476190476191,178,145,202,525,0.33904761904761904,1.5611510791366907,1.3237410071942446,291,189,215,695,0.418705035971223
Hannover 96,Bochum,1,1,draw,2008-2009,1.272,1.608,73,72,105,250,0.292,1.3155893536121672,1.623574144486692,155,137,234,526,0.2946768060836502
Hertha BSC,Hamburger SV,2,1,win,2008-2009,1.4404761904761905,1.4285714285714286,164,105,151,420,0.3904761904761905,1.4209770114942528,1.3218390804597702,265,204,227,696,0.3807471264367816
Stuttgart,Arminia,0,0,draw,2008-2009,1.5617816091954022,1.3247126436781609,291,190,215,696,0.41810344827586204,1.1514084507042253,1.5633802816901408,75,74,135,284,0.2640845070422535
Leverkusen,Schalke 04,2,1,win,2008-2009,1.721264367816092,1.2313218390804597,306,202,188,696,0.4396551724137931,1.372053872053872,1.1818181818181819,239,182,173,594,0.40235690235690236
Dortmund,Eint Frankfurt,4,0,win,2008-2009,1.6063218390804597,1.242816091954023,304,206,186,696,0.4367816091954023,1.3992395437262357,1.4600760456273765,178,146,202,526,0.33840304182509506
Gladbach,Bayern Munich,2,2,draw,2008-2009,1.3232323232323233,1.5168350168350169,183,176,235,594,0.30808080808080807,1.971264367816092,1.0373563218390804,398,175,123,696,0.5718390804597702
Energie Cottbus,Karlsruher,1,0,win,2008-2009,1.0274725274725274,1.6538461538461537,49,40,93,182,0.2692307692307692,1.376923076923077,1.4435897435897436,133,123,134,390,0.34102564102564104
Hoffenheim,Wolfsburg,3,2,win,2008-2009,2.5833333333333335,1.4166666666666667,8,1,3,12,0.6666666666666666,1.4455958549222798,1.4844559585492227,139,99,148,386,0.3601036269430052
Werder Bremen,Köln,3,1,win,2008-2009,1.6982758620689655,1.2370689655172413,319,178,199,696,0.4583333333333333,1.396341463414634,1.483739837398374,168,124,200,492,0.34146341463414637
Karlsruher,Dortmund,0,1,loss,2008-2009,1.3734015345268542,1.4424552429667519,133,123,135,391,0.340153452685422,1.6097560975609757,1.2410329985652797,305,206,186,697,0.4375896700143472
Arminia,Leverkusen,2,1,win,2008-2009,1.1473684210526316,1.5578947368421052,75,75,135,285,0.2631578947368421,1.721664275466284,1.230989956958393,307,202,188,697,0.44045911047345765
Bochum,Hertha BSC,2,3,loss,2008-2009,1.3149905123339658,1.6223908918406071,155,138,234,527,0.29411764705882354,1.4418052256532066,1.4275534441805227,165,105,151,421,0.3919239904988123
Köln,Hoffenheim,1,3,loss,2008-2009,1.3955375253549696,1.486815415821501,168,124,201,493,0.3407707910750507,2.6153846153846154,1.4615384615384615,9,1,3,13,0.6923076923076923
Eint Frankfurt,Hannover 96,4,0,win,2008-2009,1.396584440227704,1.4648956356736242,178,146,203,527,0.3377609108159393,1.2709163346613546,1.6055776892430278,73,73,105,251,0.2908366533864542
Bayern Munich,Energie Cottbus,4,1,win,2008-2009,1.9713055954088952,1.0387374461979915,398,176,123,697,0.5710186513629842,1.0273224043715847,1.644808743169399,50,40,93,183,0.273224043715847
Schalke 04,Gladbach,3,1,win,2008-2009,1.3714285714285714,1.1831932773109244,239,182,174,595,0.4016806722689076,1.3243697478991596,1.5176470588235293,183,177,235,595,0.30756302521008405
Wolfsburg,Stuttgart,4,1,win,2008-2009,1.4470284237726099,1.4883720930232558,139,99,149,387,0.35917312661498707,1.5595408895265424,1.3228120516499282,291,191,215,697,0.41750358680057387
Hamburger SV,Werder Bremen,2,1,win,2008-2009,1.4203730272596844,1.3228120516499282,265,204,228,697,0.3802008608321377,1.7001434720229556,1.2367288378766141,320,178,199,697,0.45911047345767575
Hertha BSC,Köln,2,1,win,2008-2009,1.4454976303317535,1.4289099526066351,166,105,151,422,0.3933649289099526,1.394736842105263,1.4898785425101215,168,124,202,494,0.340080971659919
Gladbach,Energie Cottbus,1,3,loss,2008-2009,1.3238255033557047,1.5201342281879195,183,177,236,596,0.3070469798657718,1.0271739130434783,1.6576086956521738,50,40,94,184,0.2717391304347826
Werder Bremen,Eint Frankfurt,5,0,win,2008-2009,1.6991404011461317,1.2378223495702005,320,178,200,698,0.4584527220630373,1.4015151515151516,1.4621212121212122,179,146,203,528,0.3390151515151515
Leverkusen,Bayern Munich,0,2,loss,2008-2009,1.7206303724928367,1.2320916905444126,307,202,189,698,0.43982808022922637,1.9742120343839542,1.0386819484240688,399,176,123,698,0.5716332378223495
Hannover 96,Karlsruher,3,2,win,2008-2009,1.2658730158730158,1.6150793650793651,73,73,106,252,0.2896825396825397,1.3698979591836735,1.441326530612245,133,123,136,392,0.3392857142857143
Hoffenheim,Arminia,3,0,win,2008-2009,2.642857142857143,1.4285714285714286,10,1,3,14,0.7142857142857143,1.1503496503496504,1.555944055944056,76,75,135,286,0.26573426573426573
Stuttgart,Schalke 04,2,0,win,2008-2009,1.5587392550143266,1.326647564469914,291,191,216,698,0.4169054441260745,1.3741610738255035,1.1828859060402686,240,182,174,596,0.40268456375838924
Bochum,Hamburger SV,1,1,draw,2008-2009,1.316287878787879,1.625,155,138,235,528,0.2935606060606061,1.4212034383954155,1.322349570200573,266,204,228,698,0.38108882521489973
Dortmund,Wolfsburg,0,0,draw,2008-2009,1.6088825214899714,1.2392550143266476,306,206,186,698,0.4383954154727794,1.4536082474226804,1.4871134020618557,140,99,149,388,0.36082474226804123
Bayern Munich,Hoffenheim,2,1,win,2008-2009,1.9742489270386265,1.0371959942775393,400,176,123,699,0.5722460658082976,2.6666666666666665,1.3333333333333333,11,1,3,15,0.7333333333333333
Eint Frankfurt,Bochum,4,0,win,2008-2009,1.3988657844990549,1.4688090737240076,179,146,204,529,0.3383742911153119,1.3156899810964082,1.6238185255198487,155,139,235,529,0.29300567107750475
Schalke 04,Hertha BSC,1,0,win,2008-2009,1.3718592964824121,1.1842546063651591,240,182,175,597,0.4020100502512563,1.446808510638298,1.4278959810874705,167,105,151,423,0.3947990543735225
Energie Cottbus,Stuttgart,0,3,loss,2008-2009,1.037837837837838,1.654054054054054,51,40,94,185,0.2756756756756757,1.5593705293276108,1.3247496423462088,292,191,216,699,0.4177396280400572
Karlsruher,Werder Bremen,1,0,win,2008-2009,1.3715012722646311,1.44529262086514,133,123,137,393,0.3384223918575064,1.703862660944206,1.2360515021459229,321,178,200,699,0.4592274678111588
Gladbach,Leverkusen,1,3,loss,2008-2009,1.323283082077052,1.5226130653266332,183,177,237,597,0.3065326633165829,1.7181688125894135,1.2331902718168812,307,202,190,699,0.43919885550786836
Arminia,Dortmund,0,0,draw,2008-2009,1.146341463414634,1.5609756097560976,76,75,136,287,0.26480836236933797,1.6065808297567954,1.2374821173104436,306,207,186,699,0.43776824034334766
Köln,Hamburger SV,1,2,loss,2008-2009,1.393939393939394,1.490909090909091,168,124,203,495,0.3393939393939394,1.4206008583690988,1.3218884120171674,266,205,228,699,0.3805436337625179
Wolfsburg,Hannover 96,2,1,win,2008-2009,1.4498714652956297,1.4832904884318765,140,100,149,389,0.35989717223650386,1.2727272727272727,1.616600790513834,74,73,106,253,0.2924901185770751
Dortmund,Gladbach,2,1,win,2008-2009,1.6042857142857143,1.2357142857142858,306,208,186,700,0.43714285714285717,1.3227424749163879,1.5250836120401339,183,177,238,598,0.3060200668896321
Stuttgart,Bayern Munich,2,2,draw,2008-2009,1.5614285714285714,1.322857142857143,293,191,216,700,0.4185714285714286,1.9742857142857142,1.0371428571428571,401,176,123,700,0.5728571428571428
Leverkusen,Energie Cottbus,1,1,draw,2008-2009,1.72,1.2328571428571429,308,202,190,700,0.44,1.032258064516129,1.6612903225806452,51,40,95,186,0.27419354838709675
Hannover 96,Arminia,1,1,draw,2008-2009,1.2716535433070866,1.6181102362204725,74,73,107,254,0.29133858267716534,1.1423611111111112,1.5555555555555556,76,76,136,288,0.2638888888888889
Bochum,Köln,1,2,loss,2008-2009,1.3132075471698113,1.6283018867924528,155,139,236,530,0.29245283018867924,1.3931451612903225,1.4919354838709677,168,124,204,496,0.3387096774193548
Werder Bremen,Wolfsburg,2,1,win,2008-2009,1.7014285714285715,1.2357142857142858,321,178,201,700,0.4585714285714286,1.4512820512820512,1.4820512820512821,141,100,149,390,0.36153846153846153
Hertha BSC,Karlsruher,4,0,win,2008-2009,1.4433962264150944,1.4268867924528301,167,105,152,424,0.3938679245283019,1.3705583756345177,1.4416243654822336,134,123,137,394,0.3401015228426396
Hamburger SV,Eint Frankfurt,1,0,win,2008-2009,1.4214285714285715,1.3214285714285714,267,205,228,700,0.38142857142857145,1.4037735849056603,1.4660377358490566,180,146,204,530,0.33962264150943394
Hoffenheim,Schalke 04,1,1,draw,2008-2009,2.5625,1.375,11,1,4,16,0.6875,1.37123745819398,1.1822742474916388,241,182,175,598,0.40301003344481606
Hamburger SV,Bayern Munich,1,0,win,2008-2009,1.4208273894436518,1.3195435092724679,268,205,228,701,0.38231098430813126,1.9743223965763195,1.0385164051355207,401,177,123,701,0.572039942938659
Hoffenheim,Energie Cottbus,2,0,win,2008-2009,2.4705882352941178,1.3529411764705883,11,2,4,17,0.6470588235294118,1.032085561497326,1.6577540106951871,51,41,95,187,0.2727272727272727
Köln,Wolfsburg,1,1,draw,2008-2009,1.3943661971830985,1.4909456740442657,169,124,204,497,0.34004024144869216,1.4501278772378516,1.4833759590792839,141,100,150,391,0.36061381074168797
Hertha BSC,Eint Frankfurt,2,1,win,2008-2009,1.4494117647058824,1.423529411764706,168,105,152,425,0.3952941176470588,1.4011299435028248,1.4651600753295668,180,146,205,531,0.3389830508474576
Dortmund,Leverkusen,1,1,draw,2008-2009,1.6048502139800285,1.2353780313837375,307,208,186,701,0.43794579172610554,1.7189728958630528,1.2325249643366618,308,203,190,701,0.43937232524964337
