home_team,away_team,date,attendance,venue,referee,status,home_goals,away_goals,season,home_form_goals_scored,home_form_goals_conceded,home_form_win_rate,away_form_goals_scored,away_form_goals_conceded,away_form_win_rate,result,time
Cádiz,Valladolid,1989-01-01,,Ramón de Carranza,Benavente Garasa,played,1.0,1.0,1988-1989,0.6,1.2,0.2,1.4,1.2,0.4666666666666667,draw,
Celta Vigo,Sevilla,1989-01-07,,Estadio de Balaídos,Sánchez Moreno,played,1.0,0.0,1988-1989,0.6,2.0,0.4,1.8,1.2,0.4375,win,
Real Murcia,Atlético Madrid,1989-01-08,,La Condomina,Urío Velázquez,played,1.0,1.0,1988-1989,0.4,2.0,0.25,2.6,1.8,0.5,draw,
Barcelona,Cádiz,1989-01-08,,Nou Camp,Socorro González,played,3.0,0.0,1988-1989,2.6,1.2,0.6875,0.6,1.2,0.1875,win,
Real Sociedad,Osasuna,1989-01-08,,Atocha,Taboada Soto,played,2.0,1.0,1988-1989,1.0,1.4,0.2666666666666666,1.0,1.0,0.3125,win,
Oviedo,Sporting Gijón,1989-01-08,,Carlos Tartiere,Enríquez Negreira,played,1.0,0.0,1988-1989,1.8,0.2,0.375,0.6,0.4,0.375,win,
Real Madrid,Elche,1989-01-08,,Santiago Bernabéu,Andújar Oliver,played,4.0,2.0,1988-1989,2.4,1.2,0.6875,0.2,0.6,0.125,win,
Logroñés,Athletic Club,1989-01-08,,Las Gaunas,Díaz Vega,played,1.0,1.0,1988-1989,0.8,1.0,0.25,1.8,1.4,0.375,draw,
Valladolid,Málaga,1989-01-08,,Nuevo Zorrilla,Brito Arceo,played,1.0,0.0,1988-1989,1.4,1.0,0.4375,1.2,1.6,0.25,win,
Real Betis,Valencia,1989-01-08,,Benito Villamarín,Marín López,played,0.0,0.0,1988-1989,1.2,2.4,0.125,1.2,0.8,0.5,draw,
Zaragoza,Espanyol,1989-01-08,,La Romareda,Sánchez Arminio,played,2.0,1.0,1988-1989,1.2,1.2,0.25,1.0,1.8,0.125,win,
Real Madrid,Málaga,1989-01-11,,Santiago Bernabéu,Pajares Paz,played,2.0,1.0,1988-1989,2.6,1.0,0.7058823529411765,1.2,1.6,0.2352941176470588,win,
Real Sociedad,Elche,1989-01-11,,Atocha,Pérez Sánchez,played,1.0,0.0,1988-1989,1.2,1.2,0.3125,0.6,1.2,0.1176470588235294,win,
Real Betis,Espanyol,1989-01-11,,Benito Villamarín,García de Loza,played,2.0,2.0,1988-1989,1.0,1.8,0.1176470588235294,1.0,2.0,0.1176470588235294,draw,
Celta Vigo,Logroñés,1989-01-11,,Estadio de Balaídos,Mazorra Freire,played,1.0,0.0,1988-1989,0.6,2.0,0.4375,0.8,1.0,0.2352941176470588,win,
Sporting Gijón,Valencia,1989-01-11,,El Molinón,López Nieto,played,1.0,0.0,1988-1989,0.4,0.6,0.3529411764705882,1.0,0.6,0.4705882352941176,win,
Osasuna,Oviedo,1989-01-11,,El Sadar,Riera Morro,played,3.0,1.0,1988-1989,1.0,1.4,0.2941176470588235,1.8,0.2,0.4117647058823529,win,
Valladolid,Atlético Madrid,1989-01-11,,Nuevo Zorrilla,Alfonso Álvarez,played,0.0,1.0,1988-1989,1.6,0.8,0.4705882352941176,2.4,1.8,0.4705882352941176,loss,
Barcelona,Sevilla,1989-01-11,,Nou Camp,Merino González,played,4.0,0.0,1988-1989,2.6,1.0,0.7058823529411765,1.2,1.2,0.4117647058823529,win,
Real Murcia,Athletic Club,1989-01-11,,La Condomina,Jiménez Muñoz,played,1.0,1.0,1988-1989,0.4,1.6,0.2352941176470588,1.4,1.0,0.3529411764705882,draw,
Zaragoza,Cádiz,1989-01-11,,La Romareda,Valdés Sánchez,played,0.0,1.0,1988-1989,1.4,1.2,0.2941176470588235,0.6,1.6,0.1764705882352941,loss,
Valencia,Real Madrid,1989-01-14,,Luis Casanova,García de Loza,played,1.0,1.0,1988-1989,0.8,0.8,0.4444444444444444,2.8,1.0,0.7222222222222222,draw,
Sporting Gijón,Real Sociedad,1989-01-15,,El Molinón,Valdés Sánchez,played,4.0,2.0,1988-1989,0.6,0.4,0.3888888888888889,1.2,1.0,0.3529411764705882,win,
Espanyol,Valladolid,1989-01-15,,Sarriá,Paz García,played,0.0,1.0,1988-1989,1.2,2.2,0.1111111111111111,1.4,0.8,0.4444444444444444,loss,
Cádiz,Real Murcia,1989-01-15,,Ramón de Carranza,Albert Giménez,played,0.0,2.0,1988-1989,0.6,1.4,0.2222222222222222,0.6,1.4,0.2222222222222222,loss,
Málaga,Barcelona,1989-01-15,,La Rosaleda,Pes Pérez,played,2.0,2.0,1988-1989,1.2,2.0,0.2222222222222222,2.8,1.0,0.7222222222222222,draw,
Sevilla,Logroñés,1989-01-15,,Ramón Sánchez Pizjuán,Pérez Sánchez,played,0.0,1.0,1988-1989,1.0,1.8,0.3888888888888889,0.6,1.0,0.2222222222222222,loss,
Elche,Zaragoza,1989-01-15,,Manuel Martinez Valero,Martín Navarrete,played,1.0,4.0,1988-1989,0.6,1.2,0.1111111111111111,1.2,1.2,0.2777777777777778,loss,
Athletic Club,Oviedo,1989-01-15,,San Mamés,Díaz Agüero,played,1.0,0.0,1988-1989,1.4,1.0,0.3333333333333333,1.6,0.8,0.3888888888888889,win,
Atlético Madrid,Celta Vigo,1989-01-15,,Vicente Calderón,Riera Morro,played,0.0,0.0,1988-1989,1.4,1.4,0.5,0.8,1.4,0.4705882352941176,draw,
Osasuna,Real Betis,1989-01-15,,El Sadar,Pajares Paz,played,3.0,1.0,1988-1989,1.4,1.4,0.3333333333333333,1.0,1.0,0.1111111111111111,win,
Osasuna,Real Madrid,1989-01-28,,El Sadar,Socorro González,played,1.0,1.0,1988-1989,1.8,1.4,0.3684210526315789,2.6,1.0,0.6842105263157895,draw,
Espanyol,Barcelona,1989-01-29,,Sarriá,Soriano Aladren,played,2.0,2.0,1988-1989,1.0,2.0,0.1052631578947368,2.8,1.2,0.6842105263157895,draw,
Sporting Gijón,Real Betis,1989-01-29,,El Molinón,Urío Velázquez,played,0.0,0.0,1988-1989,1.0,0.6,0.4210526315789473,1.0,1.4,0.1052631578947368,draw,
Atlético Madrid,Logroñés,1989-01-29,,Vicente Calderón,Merino González,played,2.0,0.0,1988-1989,1.2,1.0,0.4736842105263157,0.6,0.6,0.2631578947368421,win,
Cádiz,Celta Vigo,1989-01-29,,Ramón de Carranza,Peraita Ibáñez,played,1.0,1.0,1988-1989,0.4,1.6,0.2105263157894736,0.4,1.2,0.4444444444444444,draw,
Elche,Valladolid,1989-01-29,,Manuel Martinez Valero,Mazorra Freire,played,1.0,0.0,1988-1989,0.6,1.8,0.1052631578947368,1.4,0.8,0.4736842105263157,win,
Málaga,Real Murcia,1989-01-29,,La Rosaleda,Urizar Azpitarte,played,1.0,3.0,1988-1989,1.2,2.0,0.2105263157894736,0.8,1.0,0.2631578947368421,loss,
Valencia,Zaragoza,1989-01-29,,Luis Casanova,Sánchez Moreno,played,2.0,2.0,1988-1989,1.0,0.8,0.4210526315789473,2.0,1.4,0.3157894736842105,draw,
Sevilla,Athletic Club,1989-01-29,,Ramón Sánchez Pizjuán,Sánchez Arminio,played,0.0,0.0,1988-1989,1.0,2.0,0.3684210526315789,1.6,0.8,0.3684210526315789,draw,
Real Sociedad,Oviedo,1989-01-29,,Atocha,Calvo Córdova,played,0.0,0.0,1988-1989,1.2,1.4,0.3333333333333333,1.4,1.0,0.3684210526315789,draw,
Athletic Club,Atlético Madrid,1989-02-11,,San Mamés,Andújar Oliver,played,1.0,1.0,1988-1989,1.0,0.4,0.35,1.0,0.8,0.5,draw,
Real Betis,Real Sociedad,1989-02-12,,Benito Villamarín,Brito Arceo,played,1.0,1.0,1988-1989,0.6,1.0,0.1,1.0,1.2,0.3157894736842105,draw,
Real Madrid,Sporting Gijón,1989-02-12,,Santiago Bernabéu,Benavente Garasa,played,5.0,1.0,1988-1989,2.4,1.2,0.65,1.0,0.6,0.4,win,
Celta Vigo,Málaga,1989-02-12,,Estadio de Balaídos,Marín López,played,2.0,0.0,1988-1989,0.6,0.6,0.4210526315789473,1.0,2.2,0.2,win,
Logroñés,Cádiz,1989-02-12,,Las Gaunas,Taboada Soto,played,1.0,0.0,1988-1989,0.6,1.0,0.25,0.6,1.4,0.2,win,
Real Murcia,Espanyol,1989-02-12,,La Condomina,García de Loza,played,1.0,0.0,1988-1989,1.4,1.2,0.3,1.2,2.2,0.1,win,
Valladolid,Valencia,1989-02-12,,Nuevo Zorrilla,Urizar Azpitarte,played,1.0,1.0,1988-1989,0.6,0.6,0.45,0.8,0.8,0.4,draw,
Barcelona,Elche,1989-02-12,,Nou Camp,Sánchez Molina Soto,played,2.0,0.0,1988-1989,2.8,1.0,0.65,0.8,1.8,0.15,win,
Oviedo,Sevilla,1989-02-12,,Carlos Tartiere,Soriano Aladren,played,0.0,0.0,1988-1989,0.6,1.0,0.35,0.6,1.2,0.35,draw,
Zaragoza,Osasuna,1989-02-12,,La Romareda,Vico Díaz,played,0.0,1.0,1988-1989,2.2,1.2,0.3,1.6,1.0,0.35,loss,
Valencia,Barcelona,1989-02-18,,Luis Casanova,Valdés Sánchez,played,1.0,1.0,1988-1989,0.8,1.0,0.3809523809523809,2.6,0.8,0.6666666666666666,draw,
Elche,Real Murcia,1989-02-19,,Manuel Martinez Valero,López Nieto,played,3.0,0.0,1988-1989,0.8,2.2,0.1428571428571428,1.6,0.6,0.3333333333333333,win,
Cádiz,Athletic Club,1989-02-19,,Ramón de Carranza,Jiménez Moreno,played,0.0,0.0,1988-1989,0.4,1.4,0.1904761904761904,0.8,0.6,0.3333333333333333,draw,
Real Sociedad,Real Madrid,1989-02-19,,Atocha,Ramos Marcos,played,1.0,1.0,1988-1989,1.2,1.2,0.3,2.6,1.2,0.6666666666666666,draw,
Osasuna,Valladolid,1989-02-19,,Mendizorroza,Díaz Agüero,played,0.0,2.0,1988-1989,1.8,1.0,0.3809523809523809,0.6,0.6,0.4285714285714285,loss,
Espanyol,Celta Vigo,1989-02-19,,Sarriá,Martín Navarrete,played,1.0,1.0,1988-1989,1.0,1.6,0.0952380952380952,1.0,0.2,0.45,draw,
Málaga,Logroñés,1989-02-19,,La Rosaleda,Paz García,played,1.0,0.0,1988-1989,0.8,2.0,0.1904761904761904,0.6,0.8,0.2857142857142857,win,
Real Betis,Oviedo,1989-02-19,,Benito Villamarín,Riera Morro,played,1.0,0.0,1988-1989,0.8,1.2,0.0952380952380952,0.4,0.8,0.3333333333333333,win,
Atlético Madrid,Sevilla,1989-02-19,,Vicente Calderón,Pes Pérez,played,2.0,0.0,1988-1989,1.0,0.4,0.4761904761904761,0.0,1.2,0.3333333333333333,win,
Sporting Gijón,Zaragoza,1989-02-19,,El Molinón,Pérez Sánchez,played,1.0,2.0,1988-1989,1.2,1.6,0.3809523809523809,1.6,1.2,0.2857142857142857,loss,
Oviedo,Atlético Madrid,1989-02-25,,Carlos Tartiere,Socorro González,played,5.0,2.0,1988-1989,0.2,1.0,0.3181818181818182,1.2,0.2,0.5,win,
Real Madrid,Real Betis,1989-02-25,,Santiago Bernabéu,Mazorra Freire,played,5.0,1.0,1988-1989,2.0,1.0,0.6363636363636364,1.0,1.2,0.1363636363636363,win,
Zaragoza,Real Sociedad,1989-02-25,,La Romareda,Enríquez Negreira,played,0.0,0.0,1988-1989,1.6,1.2,0.3181818181818182,1.0,1.2,0.2857142857142857,draw,
Real Murcia,Valencia,1989-02-26,,La Condomina,Merino González,played,0.0,1.0,1988-1989,1.4,1.0,0.3181818181818182,1.0,1.2,0.3636363636363636,loss,
Valladolid,Sporting Gijón,1989-02-26,,Nuevo Zorrilla,Pajares Paz,played,0.0,1.0,1988-1989,0.8,0.6,0.4545454545454545,1.4,1.8,0.3636363636363636,loss,
Logroñés,Espanyol,1989-02-26,,Las Gaunas,Urío Velázquez,played,0.0,0.0,1988-1989,0.4,0.8,0.2727272727272727,1.0,1.4,0.0909090909090909,draw,
Barcelona,Osasuna,1989-02-26,,Nou Camp,Peraita Ibáñez,played,1.0,2.0,1988-1989,2.2,1.0,0.6363636363636364,1.6,1.0,0.3636363636363636,loss,
Sevilla,Cádiz,1989-02-26,,Ramón Sánchez Pizjuán,Ansuategui Roca,played,1.0,1.0,1988-1989,0.0,1.4,0.3181818181818182,0.4,0.8,0.1818181818181818,draw,
Celta Vigo,Elche,1989-02-26,,Estadio de Balaídos,Jiménez Muñoz,played,3.0,0.0,1988-1989,1.0,0.4,0.4285714285714285,1.0,1.4,0.1818181818181818,win,
Athletic Club,Málaga,1989-02-26,,San Mamés,Sánchez Molina Soto,played,3.0,1.0,1988-1989,0.6,0.4,0.3181818181818182,1.0,1.8,0.2272727272727272,win,
Sporting Gijón,Barcelona,1989-03-04,,El Molinón,García de Loza,played,0.0,2.0,1988-1989,1.4,1.8,0.391304347826087,1.6,1.4,0.6086956521739131,loss,
Málaga,Sevilla,1989-03-05,,La Rosaleda,Sánchez Moreno,played,1.0,0.0,1988-1989,1.0,2.0,0.217391304347826,0.2,0.8,0.3043478260869565,win,
Real Madrid,Oviedo,1989-03-05,,Santiago Bernabéu,Marín López,played,1.0,0.0,1988-1989,2.6,1.0,0.6521739130434783,1.0,0.8,0.3478260869565217,win,
Osasuna,Real Murcia,1989-03-05,,El Sadar,Benavente Garasa,played,1.0,0.0,1988-1989,1.4,1.0,0.391304347826087,1.2,1.0,0.3043478260869565,win,
Cádiz,Atlético Madrid,1989-03-05,,Ramón de Carranza,Brito Arceo,played,2.0,0.0,1988-1989,0.4,1.0,0.1739130434782608,1.4,1.2,0.4782608695652174,win,
Valencia,Celta Vigo,1989-03-05,,Luis Casanova,Soriano Aladren,played,1.0,0.0,1988-1989,1.2,1.0,0.391304347826087,1.4,0.4,0.4545454545454545,win,
Real Sociedad,Valladolid,1989-03-05,,Atocha,Jiménez Moreno,played,1.0,0.0,1988-1989,0.8,1.2,0.2727272727272727,0.8,0.6,0.4347826086956521,win,
Espanyol,Athletic Club,1989-03-05,,Sarriá,Calvo Córdova,played,1.0,0.0,1988-1989,0.6,1.0,0.0869565217391304,1.0,0.4,0.3478260869565217,win,
Real Betis,Zaragoza,1989-03-05,,Benito Villamarín,Urizar Azpitarte,played,2.0,1.0,1988-1989,0.8,1.8,0.1304347826086956,1.6,1.0,0.3043478260869565,win,
Elche,Logroñés,1989-03-05,,Manuel Martinez Valero,Vico Díaz,played,1.0,2.0,1988-1989,1.0,1.8,0.1739130434782608,0.4,0.6,0.2608695652173913,loss,
Barcelona,Real Sociedad,1989-03-11,,Nou Camp,Andújar Oliver,played,4.0,1.0,1988-1989,1.6,1.0,0.625,0.6,0.4,0.3043478260869565,win,
Zaragoza,Real Madrid,1989-03-11,,La Romareda,López Nieto,played,1.0,4.0,1988-1989,1.0,1.2,0.2916666666666667,2.6,0.8,0.6666666666666666,loss,
Atlético Madrid,Málaga,1989-03-12,,Vicente Calderón,Taboada Soto,played,3.0,0.0,1988-1989,1.4,1.6,0.4583333333333333,0.8,1.6,0.25,win,
Valladolid,Real Betis,1989-03-12,,Nuevo Zorrilla,Sánchez Arminio,played,2.0,1.0,1988-1989,0.6,0.8,0.4166666666666667,1.0,1.4,0.1666666666666666,win,
Celta Vigo,Osasuna,1989-03-12,,Estadio de Balaídos,Pérez Sánchez,played,1.0,0.0,1988-1989,1.4,0.6,0.4347826086956521,1.0,0.8,0.4166666666666667,win,
Logroñés,Valencia,1989-03-12,,Las Gaunas,Martín Navarrete,played,0.0,1.0,1988-1989,0.6,0.8,0.2916666666666667,1.2,0.8,0.4166666666666667,loss,
Athletic Club,Elche,1989-03-12,,San Mamés,Riera Morro,played,2.0,0.0,1988-1989,0.8,0.6,0.3333333333333333,1.0,1.4,0.1666666666666666,win,
Sevilla,Espanyol,1989-03-12,,Ramón Sánchez Pizjuán,Ramos Marcos,played,0.0,0.0,1988-1989,0.2,0.8,0.2916666666666667,0.8,0.8,0.125,draw,
Oviedo,Cádiz,1989-03-12,,Carlos Tartiere,Albert Giménez,played,1.0,0.0,1988-1989,1.0,0.8,0.3333333333333333,0.8,0.6,0.2083333333333333,win,
Real Murcia,Sporting Gijón,1989-03-12,,La Condomina,Paz García,played,0.0,3.0,1988-1989,0.8,1.2,0.2916666666666667,0.6,1.8,0.375,loss,
Valencia,Athletic Club,1989-03-25,,Luis Casanova,Marín López,played,0.0,0.0,1988-1989,1.0,0.4,0.44,1.2,0.6,0.36,draw,
Real Betis,Barcelona,1989-03-25,,Benito Villamarín,Pes Pérez,played,0.0,2.0,1988-1989,1.2,1.8,0.16,2.0,0.8,0.64,loss,
Osasuna,Logroñés,1989-03-26,,El Sadar,Enríquez Negreira,played,0.0,0.0,1988-1989,0.8,0.8,0.4,0.6,0.6,0.28,draw,
Zaragoza,Oviedo,1989-03-26,,La Romareda,Mazorra Freire,played,3.0,1.0,1988-1989,0.8,1.6,0.28,1.2,0.8,0.36,win,
Sporting Gijón,Celta Vigo,1989-03-26,,El Molinón,Alfonso Álvarez,played,1.0,2.0,1988-1989,1.2,1.8,0.4,1.4,0.4,0.4583333333333333,loss,
Real Madrid,Valladolid,1989-03-26,,Santiago Bernabéu,Ansuategui Roca,played,3.0,2.0,1988-1989,3.2,0.8,0.68,1.0,0.8,0.44,win,
Espanyol,Atlético Madrid,1989-03-26,,Sarriá,Merino González,played,1.0,0.0,1988-1989,0.4,0.4,0.12,1.6,1.6,0.48,win,
Real Sociedad,Real Murcia,1989-03-26,,Atocha,Díaz Agüero,played,0.0,2.0,1988-1989,0.8,1.2,0.2916666666666667,0.2,1.6,0.28,loss,
Elche,Sevilla,1989-03-26,,Manuel Martinez Valero,Díaz Vega,played,1.0,2.0,1988-1989,0.8,1.8,0.16,0.2,0.8,0.28,loss,
Málaga,Cádiz,1989-03-26,,La Rosaleda,Valdés Sánchez,played,0.0,2.0,1988-1989,0.6,1.6,0.24,0.6,0.6,0.2,loss,
Barcelona,Real Madrid,1989-04-01,,Nou Camp,Ramos Marcos,played,0.0,0.0,1988-1989,2.0,0.8,0.6538461538461539,2.8,1.0,0.6923076923076923,draw,
Cádiz,Espanyol,1989-04-02,,Ramón de Carranza,García de Loza,played,0.0,0.0,1988-1989,1.0,0.4,0.2307692307692307,0.6,0.2,0.1538461538461538,draw,
Oviedo,Málaga,1989-04-02,,Carlos Tartiere,Pajares Paz,played,2.0,3.0,1988-1989,1.4,1.4,0.3461538461538461,0.6,1.6,0.2307692307692307,loss,
Athletic Club,Osasuna,1989-04-02,,San Mamés,Vico Díaz,played,0.0,0.0,1988-1989,1.0,0.4,0.3461538461538461,0.6,0.8,0.3846153846153846,draw,
Real Murcia,Real Betis,1989-04-02,,La Condomina,Soriano Aladren,played,0.0,2.0,1988-1989,0.4,1.6,0.3076923076923077,1.0,2.0,0.1538461538461538,loss,
Valladolid,Zaragoza,1989-04-02,,Nuevo Zorrilla,Socorro González,played,1.0,0.0,1988-1989,1.2,1.2,0.4230769230769231,1.4,1.6,0.3076923076923077,win,
Celta Vigo,Real Sociedad,1989-04-02,,Estadio de Balaídos,Peraita Ibáñez,played,2.0,2.0,1988-1989,1.4,0.6,0.48,0.6,1.4,0.28,draw,
Atlético Madrid,Elche,1989-04-02,,Vicente Calderón,Benavente Garasa,played,3.0,1.0,1988-1989,1.4,1.6,0.4615384615384615,1.0,1.8,0.1538461538461538,win,
Sevilla,Valencia,1989-04-02,,Ramón Sánchez Pizjuán,Urizar Azpitarte,played,1.0,0.0,1988-1989,0.6,1.0,0.3076923076923077,0.8,0.2,0.4230769230769231,win,
Logroñés,Sporting Gijón,1989-04-02,,Las Gaunas,Calvo Córdova,played,1.0,0.0,1988-1989,0.4,0.6,0.2692307692307692,1.2,1.2,0.3846153846153846,win,
Valencia,Atlético Madrid,1989-04-08,,Luis Casanova,López Nieto,played,1.0,0.0,1988-1989,0.6,0.2,0.4074074074074074,1.6,1.8,0.4814814814814814,win,
Espanyol,Málaga,1989-04-08,,Sarriá,Díaz Vega,played,0.0,1.0,1988-1989,0.4,0.0,0.1481481481481481,1.0,2.0,0.2592592592592592,loss,
Elche,Cádiz,1989-04-09,,Manuel Martinez Valero,Sánchez Moreno,played,2.0,2.0,1988-1989,0.6,2.4,0.1481481481481481,1.0,0.4,0.2222222222222222,draw,
Sporting Gijón,Athletic Club,1989-04-09,,El Molinón,Andújar Oliver,played,0.0,1.0,1988-1989,1.0,1.0,0.3703703703703703,1.0,0.4,0.3333333333333333,loss,
Osasuna,Sevilla,1989-04-09,,El Sadar,Sánchez Arminio,played,1.0,3.0,1988-1989,0.6,0.4,0.3703703703703703,0.8,0.6,0.3333333333333333,loss,
Real Betis,Celta Vigo,1989-04-09,,Benito Villamarín,Jiménez Moreno,played,2.0,0.0,1988-1989,1.2,2.0,0.1851851851851851,1.6,0.8,0.4615384615384615,win,
Real Madrid,Real Murcia,1989-04-09,,Santiago Bernabéu,Riera Morro,played,3.0,0.0,1988-1989,2.6,0.8,0.6666666666666666,0.4,1.4,0.2962962962962963,win,
Real Sociedad,Logroñés,1989-04-09,,Atocha,Alfonso Álvarez,played,2.0,2.0,1988-1989,0.8,1.6,0.2692307692307692,0.6,0.4,0.2962962962962963,draw,
Valladolid,Oviedo,1989-04-09,,Nuevo Zorrilla,Pérez Sánchez,played,1.0,0.0,1988-1989,1.0,1.2,0.4444444444444444,1.8,1.8,0.3333333333333333,win,
Zaragoza,Barcelona,1989-04-09,,La Romareda,Martín Navarrete,played,0.0,0.0,1988-1989,1.0,1.6,0.2962962962962963,1.8,0.6,0.6296296296296297,draw,
Barcelona,Valladolid,1989-04-15,,Nou Camp,Marín López,played,0.0,0.0,1988-1989,1.6,0.2,0.6071428571428571,1.2,1.0,0.4642857142857143,draw,
Celta Vigo,Real Madrid,1989-04-15,,Estadio de Balaídos,Díaz Vega,played,2.0,0.0,1988-1989,1.0,1.2,0.4444444444444444,2.2,0.6,0.6785714285714286,win,
Atlético Madrid,Osasuna,1989-04-16,,Vicente Calderón,Valdés Sánchez,played,4.0,1.0,1988-1989,1.2,1.0,0.4642857142857143,0.4,0.8,0.3571428571428571,win,
Málaga,Elche,1989-04-16,,La Rosaleda,Díaz Agüero,played,2.0,1.0,1988-1989,1.0,1.4,0.2857142857142857,1.0,2.2,0.1428571428571428,win,
Athletic Club,Real Sociedad,1989-04-16,,San Mamés,Paz García,played,2.0,3.0,1988-1989,0.6,0.2,0.3571428571428571,1.2,2.0,0.2592592592592592,loss,
Logroñés,Real Betis,1989-04-16,,Las Gaunas,Jiménez Muñoz,played,3.0,1.0,1988-1989,1.0,0.8,0.2857142857142857,1.4,1.0,0.2142857142857142,win,
Sevilla,Sporting Gijón,1989-04-16,,Ramón Sánchez Pizjuán,Albert Giménez,played,1.0,0.0,1988-1989,1.2,0.6,0.3571428571428571,0.8,1.2,0.3571428571428571,win,
Real Murcia,Zaragoza,1989-04-16,,La Condomina,Ansuategui Roca,played,0.0,3.0,1988-1989,0.4,1.8,0.2857142857142857,1.0,1.6,0.2857142857142857,loss,
Oviedo,Espanyol,1989-04-16,,Carlos Tartiere,Taboada Soto,played,0.0,1.0,1988-1989,0.8,1.6,0.3214285714285714,0.4,0.2,0.1428571428571428,loss,
Cádiz,Valencia,1989-04-16,,Ramón de Carranza,Enríquez Negreira,played,1.0,1.0,1988-1989,1.2,0.6,0.2142857142857142,0.6,0.2,0.4285714285714285,draw,
Valencia,Málaga,1989-04-29,,Luis Casanova,Ramos Marcos,played,2.0,1.0,1988-1989,0.6,0.4,0.4137931034482758,1.2,1.6,0.3103448275862069,win,
Real Sociedad,Sevilla,1989-04-29,,Atocha,García de Loza,played,1.0,0.0,1988-1989,1.6,2.4,0.2857142857142857,1.4,0.4,0.3793103448275862,win,
Real Madrid,Logroñés,1989-04-30,,Santiago Bernabéu,López Nieto,played,1.0,0.0,1988-1989,2.0,1.0,0.6551724137931034,1.2,0.8,0.3103448275862069,win,
Real Betis,Athletic Club,1989-04-30,,Benito Villamarín,Sánchez Arminio,played,2.0,0.0,1988-1989,1.2,1.4,0.2068965517241379,1.0,0.6,0.3448275862068966,win,
Valladolid,Real Murcia,1989-04-30,,Nuevo Zorrilla,Vico Díaz,played,2.0,1.0,1988-1989,1.2,0.8,0.4482758620689655,0.4,2.2,0.2758620689655172,win,
Zaragoza,Celta Vigo,1989-04-30,,La Romareda,Merino González,played,2.0,1.0,1988-1989,1.4,1.2,0.3103448275862069,1.4,1.0,0.4642857142857143,win,
Barcelona,Oviedo,1989-04-30,,Nou Camp,Socorro González,played,7.0,1.0,1988-1989,1.2,0.2,0.5862068965517241,0.8,1.6,0.3103448275862069,win,
Elche,Espanyol,1989-04-30,,Manuel Martinez Valero,Andújar Oliver,played,1.0,1.0,1988-1989,1.0,2.2,0.1379310344827586,0.4,0.2,0.1724137931034483,draw,
Sporting Gijón,Atlético Madrid,1989-04-30,,El Molinón,Urizar Azpitarte,played,2.0,2.0,1988-1989,0.8,1.0,0.3448275862068966,2.0,0.8,0.4827586206896552,draw,
Osasuna,Cádiz,1989-04-30,,El Sadar,Sánchez Molina Soto,played,0.0,1.0,1988-1989,0.4,1.6,0.3448275862068966,1.0,0.8,0.2068965517241379,loss,
Espanyol,Valencia,1989-05-06,,Sarriá,Benavente Garasa,played,0.0,1.0,1988-1989,0.6,0.4,0.1666666666666666,0.8,0.6,0.4333333333333333,loss,
Cádiz,Sporting Gijón,1989-05-07,,Ramón de Carranza,Pajares Paz,played,0.0,3.0,1988-1989,1.2,0.6,0.2333333333333333,0.6,1.4,0.3333333333333333,loss,
Oviedo,Elche,1989-05-07,,Carlos Tartiere,Calvo Córdova,played,3.0,0.0,1988-1989,0.8,3.0,0.3,1.2,2.0,0.1333333333333333,win,
Málaga,Osasuna,1989-05-07,,La Rosaleda,Mazorra Freire,played,1.0,2.0,1988-1989,1.4,1.4,0.3,0.4,1.6,0.3333333333333333,loss,
Atlético Madrid,Real Sociedad,1989-05-07,,Vicente Calderón,Jiménez Moreno,played,3.0,0.0,1988-1989,1.8,1.2,0.4666666666666667,1.6,1.6,0.3103448275862069,win,
Athletic Club,Real Madrid,1989-05-07,,San Mamés,Martín Navarrete,played,1.0,1.0,1988-1989,0.6,1.0,0.3333333333333333,1.4,0.8,0.6666666666666666,draw,
Sevilla,Real Betis,1989-05-07,,Ramón Sánchez Pizjuán,Urío Velázquez,played,1.0,0.0,1988-1989,1.4,0.6,0.3666666666666666,1.4,1.0,0.2333333333333333,win,
Logroñés,Zaragoza,1989-05-07,,Las Gaunas,Peraita Ibáñez,played,0.0,2.0,1988-1989,1.2,0.8,0.3,1.6,0.6,0.3333333333333333,loss,
Celta Vigo,Valladolid,1989-05-07,,Estadio de Balaídos,Soriano Aladren,played,1.0,1.0,1988-1989,1.4,1.4,0.4482758620689655,1.2,0.8,0.4666666666666667,draw,
Real Sociedad,Cádiz,1989-05-13,,Atocha,Sánchez Arminio,played,0.0,0.0,1988-1989,1.6,1.8,0.3,0.8,1.2,0.2258064516129032,draw,
Real Betis,Atlético Madrid,1989-05-13,,Benito Villamarín,Díaz Vega,played,0.0,1.0,1988-1989,1.4,0.8,0.2258064516129032,2.4,1.0,0.4838709677419355,loss,
Valencia,Elche,1989-05-13,,Luis Casanova,Riera Morro,played,3.0,2.0,1988-1989,1.0,0.6,0.4516129032258064,1.0,2.2,0.1290322580645161,win,
Barcelona,Celta Vigo,1989-05-14,,Nou Camp,Ansuategui Roca,played,3.0,1.0,1988-1989,1.8,0.2,0.6,1.2,1.4,0.4333333333333333,win,
Osasuna,Espanyol,1989-05-14,,El Sadar,Pes Pérez,played,0.0,0.0,1988-1989,0.8,1.8,0.3548387096774194,0.4,0.6,0.1612903225806451,draw,
