home_team,away_team,date,attendance,venue,referee,status,home_goals,away_goals,season,home_form_goals_scored,home_form_goals_conceded,home_form_win_rate,away_form_goals_scored,away_form_goals_conceded,away_form_win_rate,result
Bastia,Paris S-G,1995-07-18,,Stade Armand Cesari,Rémi Harrel,played,2.0,2.0,1995-1996,0.0,0.0,0.0,0.0,0.0,0.0,draw
Montpellier,Strasbourg,1995-07-19,,Stade de la Mosson,Philippe Leduc,played,2.0,2.0,1995-1996,0.0,0.0,0.0,0.0,0.0,0.0,draw
Monaco,Rennes,1995-07-19,,Stade Louis II,Alain Sars,played,3.0,1.0,1995-1996,0.0,0.0,0.0,0.0,0.0,0.0,win
Saint-Étienne,Nice,1995-07-19,,Stade Geoffroy-Guichard,Claude Tellène,played,1.0,1.0,1995-1996,0.0,0.0,0.0,0.0,0.0,0.0,draw
Nantes,Auxerre,1995-07-19,,Stade de la Beaujoire,Stéphane Bré,played,1.0,0.0,1995-1996,0.0,0.0,0.0,0.0,0.0,0.0,win
Bordeaux,Lille,1995-07-19,,Stade Chaban-Delmas,Claude Colombo,played,1.0,0.0,1995-1996,0.0,0.0,0.0,0.0,0.0,0.0,win
Guingamp,Martigues,1995-07-19,,Stade du Roudourou,Bernard Saules,played,2.0,0.0,1995-1996,0.0,0.0,0.0,0.0,0.0,0.0,win
Cannes,Lyon,1995-07-19,,Stade Pierre de Coubertin,Didier Pauchard,played,3.0,0.0,1995-1996,0.0,0.0,0.0,0.0,0.0,0.0,win
Lens,Le Havre,1995-07-19,,Stade Félix-Bollaert,Antoine de Pandis,played,2.0,0.0,1995-1996,0.0,0.0,0.0,0.0,0.0,0.0,win
Gueugnon,Metz,1995-07-19,,Stade Jean Laville,Serge Léon,played,0.0,0.0,1995-1996,0.0,0.0,0.0,0.0,0.0,0.0,draw
Nice,Monaco,1995-07-25,,Stade du Ray,Marc Batta,played,1.0,2.0,1995-1996,1.0,1.0,0.0,3.0,1.0,1.0,loss
Bordeaux,Saint-Étienne,1995-07-26,,Stade Chaban-Delmas,Pascal Garibian,played,2.0,0.0,1995-1996,1.0,0.0,1.0,1.0,1.0,0.0,win
Martigues,Nantes,1995-07-26,,Stade Francis Turcan,Patrick Anton,played,0.0,4.0,1995-1996,0.0,2.0,0.0,1.0,0.0,1.0,loss
Paris S-G,Guingamp,1995-07-26,,Parc des Princes,Philippe Kalt,played,1.0,1.0,1995-1996,2.0,2.0,0.0,2.0,0.0,1.0,draw
Lyon,Montpellier,1995-07-26,,Stade de Gerland,Gilles Veissière,played,3.0,2.0,1995-1996,0.0,3.0,0.0,2.0,2.0,0.0,win
Rennes,Cannes,1995-07-26,,Roazhon Park,Jean-Marc Gonon,played,3.0,2.0,1995-1996,1.0,3.0,0.0,3.0,0.0,1.0,win
Strasbourg,Le Havre,1995-07-26,,Stade de la Meinau,Éric Poulat,played,3.0,0.0,1995-1996,2.0,2.0,0.0,0.0,2.0,0.0,win
Metz,Lens,1995-07-26,,Stade Saint-Symphorien,Rémi Harrel,played,2.0,0.0,1995-1996,0.0,0.0,0.0,2.0,0.0,1.0,win
Auxerre,Gueugnon,1995-07-26,,Stade de l'Abbé Deschamps,Alain Sars,played,4.0,0.0,1995-1996,0.0,1.0,0.0,0.0,0.0,0.0,win
Lille,Bastia,1995-07-26,,Stade Grimonprez-Jooris,Gilles Chéron,played,0.0,2.0,1995-1996,0.0,1.0,0.0,2.0,2.0,0.0,loss
Nantes,Paris S-G,1995-08-04,,Stade de la Beaujoire,Marc Batta,played,1.0,2.0,1995-1996,2.5,0.0,1.0,1.5,1.5,0.0,loss
Gueugnon,Martigues,1995-08-05,,Stade Jean Laville,Philippe Kalt,played,0.0,0.0,1995-1996,0.0,2.0,0.0,0.0,3.0,0.0,draw
Bastia,Bordeaux,1995-08-05,,Stade Armand Cesari,Gilles Veissière,played,2.0,0.0,1995-1996,2.0,1.0,0.5,1.5,0.0,1.0,win
Montpellier,Rennes,1995-08-05,,Stade de la Mosson,Éric Poulat,played,3.0,1.0,1995-1996,2.0,2.5,0.0,2.0,2.5,0.5,win
Lens,Strasbourg,1995-08-05,,Stade Félix-Bollaert,Claude Colombo,played,0.0,0.0,1995-1996,1.0,1.0,0.5,2.5,1.0,0.5,draw
Monaco,Auxerre,1995-08-05,,Stade Louis II,Pascal Garibian,played,2.0,2.0,1995-1996,2.5,1.0,1.0,2.0,0.5,0.5,draw
Guingamp,Nice,1995-08-05,,Stade du Roudourou,Antoine de Pandis,played,0.0,0.0,1995-1996,1.5,0.5,0.5,1.0,1.5,0.0,draw
Saint-Étienne,Lille,1995-08-05,,Stade Geoffroy-Guichard,Serge Léon,played,1.0,1.0,1995-1996,0.5,1.5,0.0,0.0,1.5,0.0,draw
Cannes,Metz,1995-08-05,,Stade Pierre de Coubertin,Claude Tellène,played,1.0,2.0,1995-1996,2.5,1.5,0.5,1.0,0.0,0.5,loss
Le Havre,Lyon,1995-08-05,,Stade Municipal Jules Deschaseaux,Philippe Leduc,played,2.0,1.0,1995-1996,0.0,2.5,0.0,1.5,2.5,0.5,win
Martigues,Cannes,1995-08-09,,Stade Francis Turcan,Bernard Saules,played,2.0,1.0,1995-1996,0.0,2.0,0.0,2.0,1.6666666666666667,0.3333333333333333,win
Rennes,Le Havre,1995-08-09,,Roazhon Park,Gilles Veissière,played,1.0,0.0,1995-1996,1.6666666666666667,2.6666666666666665,0.3333333333333333,0.6666666666666666,2.0,0.3333333333333333,win
Bastia,Monaco,1995-08-09,,Stade Armand Cesari,Patrick Anton,played,2.0,1.0,1995-1996,2.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.3333333333333333,0.6666666666666666,win
Paris S-G,Saint-Étienne,1995-08-09,,Parc des Princes,Éric Poulat,played,4.0,0.0,1995-1996,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.0,win
Auxerre,Lens,1995-08-09,,Stade de l'Abbé Deschamps,Jean-Claude Puyalt,played,0.0,1.0,1995-1996,2.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,loss
Lille,Guingamp,1995-08-09,,Stade Grimonprez-Jooris,Jean-Marc Gonon,played,0.0,3.0,1995-1996,0.3333333333333333,1.3333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,loss
Nice,Gueugnon,1995-08-09,,Stade du Ray,Michel Bonnichon,played,3.0,1.0,1995-1996,0.6666666666666666,1.0,0.0,0.0,1.3333333333333333,0.0,win
Metz,Montpellier,1995-08-09,,Stade Saint-Symphorien,Marc Batta,played,1.0,0.0,1995-1996,1.3333333333333333,0.3333333333333333,0.6666666666666666,2.3333333333333335,2.0,0.3333333333333333,win
Le Havre,Metz,1995-08-19,,Stade Municipal Jules Deschaseaux,Claude Colombo,played,0.0,0.0,1995-1996,0.5,1.75,0.25,1.25,0.25,0.75,draw
Monaco,Martigues,1995-08-19,,Stade Louis II,Rémi Harrel,played,0.0,1.0,1995-1996,2.0,1.5,0.5,0.5,1.75,0.25,loss
Lens,Lyon,1995-08-19,,Stade Félix-Bollaert,Philippe Kalt,played,2.0,2.0,1995-1996,0.75,0.5,0.5,1.3333333333333333,2.3333333333333335,0.3333333333333333,draw
Saint-Étienne,Bastia,1995-08-19,,Stade Geoffroy-Guichard,Marc Batta,played,3.0,0.0,1995-1996,0.5,2.0,0.0,2.0,0.75,0.75,win
Cannes,Lille,1995-08-19,,Stade Pierre de Coubertin,Alain Sars,played,2.0,1.0,1995-1996,1.75,1.75,0.25,0.25,1.75,0.0,win
Strasbourg,Rennes,1995-08-19,,Stade de la Meinau,Pascal Garibian,played,3.0,1.0,1995-1996,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.5,2.0,0.5,win
Gueugnon,Paris S-G,1995-08-19,,Stade Jean Laville,Jean-Claude Puyalt,played,1.0,3.0,1995-1996,0.25,1.75,0.0,2.25,1.0,0.5,loss
Montpellier,Auxerre,1995-08-19,,Stade de la Mosson,Serge Léon,played,3.0,1.0,1995-1996,1.75,1.75,0.25,1.5,1.0,0.25,win
Nantes,Nice,1995-08-19,,Stade de la Beaujoire,Didier Pauchard,played,1.0,0.0,1995-1996,2.0,0.6666666666666666,0.6666666666666666,1.25,1.0,0.25,win
Guingamp,Bordeaux,1995-08-20,,Stade du Roudourou,Philippe Leduc,played,1.0,0.0,1995-1996,1.5,0.25,0.5,1.0,0.6666666666666666,0.6666666666666666,win
Lille,Nantes,1995-08-25,,Stade Grimonprez-Jooris,Pascal Garibian,played,0.0,0.0,1995-1996,0.4,1.8,0.0,1.75,0.5,0.75,draw
Bordeaux,Monaco,1995-08-26,,Stade Chaban-Delmas,Stéphane Bré,played,2.0,4.0,1995-1996,0.75,0.75,0.5,1.6,1.4,0.4,loss
Nice,Lens,1995-08-26,,Stade du Ray,Jean-Marc Gonon,played,1.0,1.0,1995-1996,1.0,1.0,0.2,1.0,0.8,0.4,draw
Paris S-G,Le Havre,1995-08-26,,Parc des Princes,Patrick Anton,played,2.0,0.0,1995-1996,2.4,1.0,0.6,0.4,1.4,0.2,win
Bastia,Gueugnon,1995-08-26,,Stade Armand Cesari,Bernard Saules,played,1.0,2.0,1995-1996,1.6,1.2,0.6,0.4,2.0,0.0,loss
Saint-Étienne,Guingamp,1995-08-26,,Stade Geoffroy-Guichard,Jean-Claude Puyalt,played,4.0,0.0,1995-1996,1.0,1.6,0.2,1.4,0.2,0.6,win
Metz,Strasbourg,1995-08-26,,Stade Saint-Symphorien,Gilles Veissière,played,3.0,2.0,1995-1996,1.0,0.2,0.6,2.0,0.75,0.5,win
Auxerre,Cannes,1995-08-26,,Stade de l'Abbé Deschamps,Michel Bonnichon,played,5.0,1.0,1995-1996,1.4,1.4,0.2,1.8,1.6,0.4,win
Martigues,Montpellier,1995-08-26,,Stade Francis Turcan,Claude Tellène,played,0.0,1.0,1995-1996,0.6,1.4,0.4,2.0,1.6,0.4,loss
Rennes,Lyon,1995-08-26,,Roazhon Park,Antoine de Pandis,played,1.0,0.0,1995-1996,1.4,2.2,0.4,1.5,2.25,0.25,win
Montpellier,Nice,1995-08-29,,Stade de la Mosson,Alain Sars,played,0.0,1.0,1995-1996,1.8,1.2,0.5,1.0,1.0,0.16666666666666666,loss
Monaco,Lille,1995-08-29,,Stade Louis II,Michel Bonnichon,played,2.0,1.0,1995-1996,1.8,1.6,0.5,0.4,1.6,0.0,win
Strasbourg,Martigues,1995-08-29,,Stade de la Meinau,Jean-Marc Gonon,played,2.0,0.0,1995-1996,2.0,1.2,0.4,0.6,1.2,0.3333333333333333,win
Le Havre,Auxerre,1995-08-29,,Stade Municipal Jules Deschaseaux,Rémi Harrel,played,0.0,4.0,1995-1996,0.4,1.4,0.16666666666666666,2.4,1.4,0.3333333333333333,loss
Lens,Rennes,1995-08-29,,Stade Félix-Bollaert,Serge Léon,played,1.0,0.0,1995-1996,0.8,1.0,0.3333333333333333,1.4,1.6,0.5,win
Lyon,Metz,1995-08-29,,Stade de Gerland,Bernard Saules,played,1.0,1.0,1995-1996,1.2,2.0,0.2,1.6,0.6,0.6666666666666666,draw
Cannes,Paris S-G,1995-08-29,,Stade Pierre de Coubertin,Stéphane Bré,played,0.0,2.0,1995-1996,1.4,2.6,0.3333333333333333,2.4,0.6,0.6666666666666666,loss
Nantes,Saint-Étienne,1995-08-29,,Stade de la Beaujoire,Philippe Leduc,played,2.0,2.0,1995-1996,1.4,0.4,0.6,1.6,1.4,0.3333333333333333,draw
Gueugnon,Bordeaux,1995-08-29,,Stade Jean Laville,Marc Batta,played,2.0,2.0,1995-1996,0.8,2.2,0.16666666666666666,1.0,1.4,0.4,draw
Guingamp,Bastia,1995-08-30,,Stade du Roudourou,Claude Colombo,played,1.0,0.0,1995-1996,1.0,1.0,0.5,1.4,1.2,0.5,win
Bordeaux,Nantes,1995-09-01,,Stade Chaban-Delmas,Claude Colombo,played,3.0,0.0,1995-1996,1.2,1.8,0.3333333333333333,1.6,0.8,0.5,win
Lyon,Strasbourg,1995-09-01,,Stade de Gerland,Stéphane Bré,played,1.0,1.0,1995-1996,1.4,1.6,0.16666666666666666,2.0,0.8,0.5,draw
Martigues,Lyon,1995-09-09,,Stade Francis Turcan,Alain Sars,played,1.0,2.0,1995-1996,0.6,0.8,0.2857142857142857,1.0,1.4,0.14285714285714285,loss
Saint-Étienne,Gueugnon,1995-09-09,,Stade Geoffroy-Guichard,Claude Colombo,played,2.0,0.0,1995-1996,2.0,1.4,0.2857142857142857,1.2,1.8,0.14285714285714285,win
Nice,Le Havre,1995-09-09,,Stade du Ray,Jean-Claude Puyalt,played,1.0,2.0,1995-1996,1.0,0.6,0.2857142857142857,0.4,1.6,0.14285714285714285,loss
Paris S-G,Monaco,1995-09-09,,Parc des Princes,Bernard Saules,played,2.0,1.0,1995-1996,2.6,0.4,0.7142857142857143,1.8,1.6,0.5714285714285714,win
Auxerre,Strasbourg,1995-09-09,,Stade de l'Abbé Deschamps,Philippe Leduc,played,1.0,0.0,1995-1996,2.4,1.4,0.42857142857142855,1.6,1.0,0.42857142857142855,win
Lille,Lens,1995-09-09,,Stade Grimonprez-Jooris,Gilles Veissière,played,1.0,3.0,1995-1996,0.6,1.6,0.0,1.0,0.6,0.42857142857142855,loss
Bordeaux,Cannes,1995-09-09,,Stade Chaban-Delmas,Serge Léon,played,2.0,1.0,1995-1996,1.4,1.8,0.42857142857142855,1.0,2.4,0.2857142857142857,win
Bastia,Nantes,1995-09-09,,Stade Armand Cesari,Stéphane Bré,played,4.0,1.0,1995-1996,1.0,1.4,0.42857142857142855,0.8,1.4,0.42857142857142855,win
Guingamp,Montpellier,1995-09-09,,Stade du Roudourou,Claude Tellène,played,0.0,0.0,1995-1996,1.0,0.8,0.5714285714285714,1.4,0.8,0.42857142857142855,draw
Metz,Rennes,1995-09-10,,Stade Saint-Symphorien,Patrick Anton,played,0.0,0.0,1995-1996,1.4,0.8,0.5714285714285714,0.8,1.4,0.42857142857142855,draw
Cannes,Saint-Étienne,1995-09-16,,Stade Pierre de Coubertin,Philippe Kalt,played,2.0,0.0,1995-1996,1.0,2.4,0.25,2.2,1.2,0.375,win
Gueugnon,Lille,1995-09-16,,Stade Jean Laville,Gilles Chéron,played,3.0,1.0,1995-1996,1.2,2.2,0.125,0.6,2.0,0.0,win
Nantes,Guingamp,1995-09-16,,Stade de la Beaujoire,Éric Poulat,played,0.0,0.0,1995-1996,0.8,1.8,0.375,1.0,0.8,0.5,draw
Strasbourg,Nice,1995-09-16,,Stade de la Meinau,Patrick Anton,played,1.0,1.0,1995-1996,1.6,1.2,0.375,1.2,1.0,0.25,draw
Monaco,Metz,1995-09-16,,Stade Louis II,Jean-Marc Gonon,played,0.0,1.0,1995-1996,1.6,1.6,0.5,1.0,0.6,0.5,loss
Rennes,Martigues,1995-09-16,,Roazhon Park,Bernard Saules,played,1.0,3.0,1995-1996,0.6,0.8,0.375,0.8,1.2,0.25,loss
Lyon,Auxerre,1995-09-16,,Stade de Gerland,Marc Batta,played,0.0,1.0,1995-1996,1.2,1.2,0.25,2.2,1.0,0.5,loss
Montpellier,Paris S-G,1995-09-17,,Stade de la Mosson,Philippe Leduc,played,1.0,0.0,1995-1996,0.8,0.6,0.375,2.6,0.4,0.75,win
Lens,Bastia,1995-09-17,,Stade Félix-Bollaert,Pascal Garibian,played,3.0,1.0,1995-1996,1.6,0.8,0.5,1.4,1.6,0.5,win
Le Havre,Bordeaux,1995-09-17,,Stade Municipal Jules Deschaseaux,Michel Bonnichon,played,1.0,0.0,1995-1996,0.4,1.6,0.25,1.8,1.6,0.5,win
Saint-Étienne,Monaco,1995-09-21,,Stade Geoffroy-Guichard,Alain Sars,played,2.0,4.0,1995-1996,2.2,0.8,0.3333333333333333,1.4,1.4,0.4444444444444444,loss
Lille,Le Havre,1995-09-22,,Stade Grimonprez-Jooris,Marc Batta,played,2.0,0.0,1995-1996,0.8,2.0,0.0,0.6,1.4,0.3333333333333333,win
Bastia,Cannes,1995-09-22,,Stade Armand Cesari,Jean-Claude Puyalt,played,2.0,1.0,1995-1996,1.2,2.0,0.4444444444444444,1.2,2.0,0.3333333333333333,win
Auxerre,Rennes,1995-09-22,,Stade de l'Abbé Deschamps,Pascal Garibian,played,2.0,1.0,1995-1996,2.4,0.8,0.5555555555555556,0.6,1.4,0.3333333333333333,win
Nice,Lyon,1995-09-22,,Stade du Ray,Serge Léon,played,1.0,0.0,1995-1996,0.8,1.0,0.2222222222222222,0.8,1.0,0.2222222222222222,win
Bordeaux,Montpellier,1995-09-22,,Stade Chaban-Delmas,Gilles Chéron,played,3.0,0.0,1995-1996,1.8,1.6,0.4444444444444444,1.0,0.4,0.4444444444444444,win
Martigues,Metz,1995-09-22,,Stade Francis Turcan,Didier Pauchard,played,0.0,1.0,1995-1996,1.0,1.2,0.3333333333333333,1.0,0.6,0.5555555555555556,loss
Nantes,Lens,1995-09-22,,Stade de la Beaujoire,Claude Tellène,played,1.0,1.0,1995-1996,0.6,1.8,0.3333333333333333,2.0,1.0,0.5555555555555556,draw
Paris S-G,Strasbourg,1995-09-22,,Parc des Princes,Rémi Harrel,played,2.0,0.0,1995-1996,1.8,0.6,0.6666666666666666,1.2,1.2,0.3333333333333333,win
Guingamp,Gueugnon,1995-09-22,,Stade du Roudourou,Patrick Anton,played,0.0,0.0,1995-1996,0.4,0.8,0.4444444444444444,1.6,1.8,0.2222222222222222,draw
Montpellier,Lille,1995-09-30,,Stade de la Mosson,Stéphane Bré,played,0.0,0.0,1995-1996,0.4,0.8,0.4,1.0,1.6,0.1,draw
Lyon,Saint-Étienne,1995-09-30,,Stade de Gerland,Didier Pauchard,played,2.0,1.0,1995-1996,0.8,1.0,0.2,2.0,1.6,0.3,win
Le Havre,Martigues,1995-09-30,,Stade Municipal Jules Deschaseaux,Pascal Garibian,played,1.0,0.0,1995-1996,0.6,1.8,0.3,0.8,1.4,0.3,win
Rennes,Bastia,1995-09-30,,Roazhon Park,Philippe Leduc,played,2.0,0.0,1995-1996,0.6,1.2,0.3,1.6,1.6,0.5,win
Monaco,Guingamp,1995-09-30,,Stade Louis II,Gilles Chéron,played,1.0,0.0,1995-1996,2.2,1.6,0.5,0.2,0.8,0.4,win
Metz,Auxerre,1995-09-30,,Stade Saint-Symphorien,Claude Tellène,played,3.0,1.0,1995-1996,1.2,0.6,0.6,2.6,0.4,0.6,win
Gueugnon,Nantes,1995-09-30,,Stade Jean Laville,Jean-Marc Gonon,played,0.0,1.0,1995-1996,1.4,1.2,0.2,0.8,2.0,0.3,loss
Cannes,Nice,1995-09-30,,Stade Pierre de Coubertin,Bernard Saules,played,1.0,3.0,1995-1996,1.0,2.2,0.3,1.0,0.8,0.3,loss
Strasbourg,Bordeaux,1995-10-01,,Stade de la Meinau,Claude Colombo,played,3.0,0.0,1995-1996,0.8,1.0,0.3,2.0,0.8,0.5,win
Lens,Paris S-G,1995-10-01,,Stade Félix-Bollaert,Éric Poulat,played,3.0,1.0,1995-1996,1.8,0.8,0.5,1.6,0.4,0.7,win
Nantes,Monaco,1995-10-03,,Stade de la Beaujoire,Pascal Garibian,played,2.0,2.0,1995-1996,0.6,1.6,0.36363636363636365,1.6,1.2,0.5454545454545454,draw
Saint-Étienne,Montpellier,1995-10-04,,Stade Geoffroy-Guichard,Serge Léon,played,0.0,2.0,1995-1996,1.4,2.0,0.2727272727272727,0.2,0.8,0.36363636363636365,loss
Lille,Strasbourg,1995-10-04,,Stade Grimonprez-Jooris,Patrick Anton,played,2.0,0.0,1995-1996,1.0,1.6,0.09090909090909091,1.0,1.0,0.36363636363636365,win
Martigues,Auxerre,1995-10-04,,Stade Francis Turcan,Philippe Kalt,played,1.0,2.0,1995-1996,0.8,1.4,0.2727272727272727,1.8,0.8,0.5454545454545454,loss
Bordeaux,Lyon,1995-10-04,,Stade Chaban-Delmas,Rémi Harrel,played,1.0,1.0,1995-1996,1.6,1.0,0.45454545454545453,1.0,1.0,0.2727272727272727,draw
Guingamp,Cannes,1995-10-04,,Stade du Roudourou,Alain Sars,played,2.0,0.0,1995-1996,0.2,0.2,0.36363636363636365,1.0,1.8,0.2727272727272727,win
Paris S-G,Rennes,1995-10-04,,Parc des Princes,Claude Colombo,played,1.0,1.0,1995-1996,1.4,1.0,0.6363636363636364,0.8,1.2,0.36363636363636365,draw
Bastia,Le Havre,1995-10-04,,Stade Armand Cesari,Gilles Chéron,played,1.0,0.0,1995-1996,1.4,1.6,0.45454545454545453,0.8,1.4,0.36363636363636365,win
Gueugnon,Lens,1995-10-04,,Stade Jean Laville,Philippe Leduc,played,0.0,1.0,1995-1996,1.0,1.2,0.18181818181818182,2.2,0.8,0.5454545454545454,loss
Nice,Metz,1995-10-04,,Stade du Ray,Éric Poulat,played,0.0,1.0,1995-1996,1.4,0.8,0.36363636363636365,1.2,0.4,0.6363636363636364,loss
Lens,Martigues,1995-10-13,,Stade Félix-Bollaert,Michel Bonnichon,played,1.0,0.0,1995-1996,2.2,0.8,0.5833333333333334,1.0,1.4,0.25,win
Montpellier,Bastia,1995-10-14,,Stade de la Mosson,Gilles Veissière,played,4.0,3.0,1995-1996,0.6,0.6,0.4166666666666667,1.6,1.4,0.5,win
Cannes,Nantes,1995-10-14,,Stade Pierre de Coubertin,Serge Léon,played,0.0,2.0,1995-1996,1.0,1.8,0.25,1.0,1.4,0.3333333333333333,loss
Strasbourg,Guingamp,1995-10-14,,Stade de la Meinau,Bernard Saules,played,0.0,0.0,1995-1996,0.8,1.2,0.3333333333333333,0.4,0.2,0.4166666666666667,draw
Auxerre,Nice,1995-10-14,,Stade de l'Abbé Deschamps,Stéphane Bré,played,2.0,1.0,1995-1996,1.4,1.0,0.5833333333333334,1.2,1.0,0.3333333333333333,win
Rennes,Lille,1995-10-14,,Roazhon Park,Philippe Kalt,played,3.0,1.0,1995-1996,1.0,1.2,0.3333333333333333,1.2,1.2,0.16666666666666666,win
Metz,Bordeaux,1995-10-14,,Stade Saint-Symphorien,Marc Batta,played,2.0,0.0,1995-1996,1.2,0.2,0.6666666666666666,1.2,1.2,0.4166666666666667,win
Monaco,Gueugnon,1995-10-14,,Stade Louis II,Jean-Claude Puyalt,played,0.0,0.0,1995-1996,1.6,1.4,0.5,0.6,1.0,0.16666666666666666,draw
Lyon,Paris S-G,1995-10-14,,Stade de Gerland,Alain Sars,played,0.0,0.0,1995-1996,1.0,1.0,0.25,1.2,1.2,0.5833333333333334,draw
Le Havre,Saint-Étienne,1995-10-15,,Stade Municipal Jules Deschaseaux,Claude Tellène,played,2.0,2.0,1995-1996,0.8,0.8,0.3333333333333333,1.0,2.0,0.25,draw
Nantes,Lyon,1995-10-21,,Stade de la Beaujoire,Gilles Veissière,played,0.0,0.0,1995-1996,1.2,0.6,0.38461538461538464,0.6,0.8,0.23076923076923078,draw
Bordeaux,Rennes,1995-10-21,,Stade Chaban-Delmas,Bernard Saules,played,0.0,0.0,1995-1996,0.8,1.4,0.38461538461538464,1.6,1.4,0.38461538461538464,draw
Gueugnon,Cannes,1995-10-21,,Stade Jean Laville,Philippe Kalt,played,1.0,1.0,1995-1996,0.6,0.6,0.15384615384615385,0.8,1.8,0.23076923076923078,draw
Monaco,Montpellier,1995-10-21,,Stade Louis II,Patrick Anton,played,3.0,1.0,1995-1996,1.4,1.0,0.46153846153846156,1.4,1.2,0.46153846153846156,win
Bastia,Strasbourg,1995-10-21,,Stade Armand Cesari,Didier Pauchard,played,1.0,1.0,1995-1996,1.4,2.0,0.46153846153846156,0.8,1.0,0.3076923076923077,draw
Guingamp,Le Havre,1995-10-21,,Stade du Roudourou,Rémi Harrel,played,2.0,2.0,1995-1996,0.4,0.2,0.38461538461538464,0.8,1.0,0.3076923076923077,draw
Nice,Martigues,1995-10-21,,Stade du Ray,Claude Tellène,played,1.0,0.0,1995-1996,1.2,1.0,0.3076923076923077,0.8,1.2,0.23076923076923078,win
Lille,Metz,1995-10-21,,Stade Grimonprez-Jooris,Michel Bonnichon,played,0.0,0.0,1995-1996,1.2,1.2,0.15384615384615385,1.6,0.2,0.6923076923076923,draw
Saint-Étienne,Lens,1995-10-21,,Stade Geoffroy-Guichard,Didier Pauchard,played,1.0,1.0,1995-1996,1.0,2.4,0.23076923076923078,1.8,0.6,0.6153846153846154,draw
Paris S-G,Auxerre,1995-10-22,,Parc des Princes,Gilles Chéron,played,3.0,1.0,1995-1996,0.8,1.0,0.5384615384615384,1.6,1.2,0.6153846153846154,win
Metz,Paris S-G,1995-10-26,,Stade Saint-Symphorien,Bernard Saules,played,0.0,3.0,1995-1996,1.4,0.2,0.6428571428571429,1.4,1.0,0.5714285714285714,loss
Martigues,Bordeaux,1995-10-27,,Stade Francis Turcan,Gilles Chéron,played,3.0,1.0,1995-1996,0.2,1.2,0.21428571428571427,0.8,1.2,0.35714285714285715,win
Lens,Guingamp,1995-10-27,,Stade Félix-Bollaert,Claude Colombo,played,0.0,1.0,1995-1996,1.4,0.6,0.5714285714285714,0.8,0.6,0.35714285714285715,loss
Le Havre,Nantes,1995-10-27,,Stade Municipal Jules Deschaseaux,Philippe Leduc,played,0.0,1.0,1995-1996,1.0,1.4,0.2857142857142857,1.2,0.6,0.35714285714285715,loss
Cannes,Monaco,1995-10-27,,Stade Pierre de Coubertin,Didier Pauchard,played,1.0,1.0,1995-1996,0.6,2.0,0.21428571428571427,2.0,1.0,0.5,draw
Lyon,Bastia,1995-10-27,,Stade de Gerland,Pascal Garibian,played,1.0,1.0,1995-1996,0.6,0.6,0.21428571428571427,1.4,1.6,0.42857142857142855,draw
Rennes,Nice,1995-10-27,,Roazhon Park,Jean-Claude Puyalt,played,1.0,0.0,1995-1996,1.4,0.8,0.35714285714285715,1.2,0.8,0.35714285714285715,win
Strasbourg,Saint-Étienne,1995-10-27,,Stade de la Meinau,Michel Bonnichon,played,3.0,1.0,1995-1996,0.8,1.0,0.2857142857142857,1.2,2.2,0.21428571428571427,win
Montpellier,Gueugnon,1995-10-27,,Stade de la Mosson,Marc Batta,played,2.0,2.0,1995-1996,1.4,1.8,0.42857142857142855,0.2,0.6,0.14285714285714285,draw
Auxerre,Lille,1995-10-27,,Stade de l'Abbé Deschamps,Rémi Harrel,played,1.0,2.0,1995-1996,1.6,1.8,0.5714285714285714,1.0,0.6,0.14285714285714285,loss
Saint-Étienne,Rennes,1995-11-04,,Stade Geoffroy-Guichard,Gilles Veissière,played,0.0,0.0,1995-1996,1.0,2.0,0.2,1.4,0.4,0.4,draw
Lille,Martigues,1995-11-04,,Stade Grimonprez-Jooris,Jean-Claude Puyalt,played,0.0,0.0,1995-1996,1.0,0.8,0.2,0.8,1.2,0.26666666666666666,draw
Guingamp,Lyon,1995-11-04,,Stade du Roudourou,Bernard Saules,played,1.0,0.0,1995-1996,1.0,0.6,0.4,0.8,0.6,0.2,win
Monaco,Lens,1995-11-04,,Stade Louis II,Pascal Garibian,played,1.0,1.0,1995-1996,1.4,0.8,0.4666666666666667,1.2,0.6,0.5333333333333333,draw
Bastia,Metz,1995-11-04,,Stade Armand Cesari,Patrick Anton,played,1.0,0.0,1995-1996,1.2,1.6,0.4,1.2,0.8,0.6,win
Nantes,Montpellier,1995-11-04,,Stade de la Beaujoire,Gilles Chéron,played,1.0,0.0,1995-1996,1.2,0.4,0.4,1.8,1.6,0.4,win
Gueugnon,Le Havre,1995-11-04,,Stade Jean Laville,Stéphane Bré,played,0.0,1.0,1995-1996,0.6,1.0,0.13333333333333333,1.0,1.2,0.26666666666666666,loss
Bordeaux,Auxerre,1995-11-04,,Stade Chaban-Delmas,Alain Sars,played,0.0,1.0,1995-1996,0.4,1.8,0.3333333333333333,1.4,2.0,0.5333333333333333,loss
